[info ] InitLogOutput:00269                    WBDI Build Jul 13 2024 15:04:55, LogTarget 31, LogLevel 9, LogPath C:\ProgramData\Goodix\WBDI.log
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x0-0-0x4-0(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] SpiSendDataToDevice:02146              !!not to wait for ack
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0xa-4-0x2-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0xa8 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[trace] get_msg_data:04327                     get ack for cmd: 0xa8
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 26, checksum: 186 and first 5 bytes: 0xa8 0x17 0x0 0x47 0x46
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xa-0x4-0x0-0x17-1
[debug] data_from_device:03705                 --- cmd: other
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[info ] GetEvkVersion:04185                    got evk version: GF_ST411SEC_APP_14115
[info ] GetEvkVersion:04193                    got evk version successful.
[info ] GetEvkVersion:04235                    !!!ST firmware, used old cmd
[info ] init_MCU:01394                         !!!GF3658 SPI:Update firmware
[info ] init_MCU:01403                         !!!GF3658 SPI:Update ST firmware
[info ] gdx_UpdateFirmware_LockState:04680     =>
[debug] set_state:00679                        to set state from 1 to 4
[debug] gfUpdatefirmware:04714                 CONFIG DATA: firmware_update_switch 1, retry_count_for_common_init 3
[info ] gfUpdatefirmware:04734                 Current MCU Version: GF_ST411SEC_APP_14115, firmwareLen=86002, UpdateByDriver=1
[info ] gf_findAPPOrIAP:06887                  Not Find :IAP
[info ] gfUpdatefirmware:04741                 MCU not runs IAP
[info ] gfUpdatefirmware:04746                 Driver auto update firmware
[info ] gfUpdatefirmware:04749                 the same version, no need to update firmware
[debug] gfUpdatefirmware:04857                 exit 1
[debug] set_state:00679                        to set state from 4 to 1
[info ] gdx_UpdateFirmware_LockState:04700     <= return with b_ret:1.
[info ] init_MCU:01490                         exit return 1, inited 1
[info ] init_FPSensor:01073                    enter
[debug] init_FPSensor:01088                    CONFIG DATA: retry_count_for_common_init 3
[debug] gfresetMCUAndfingerprint:04494         reset sensor
[debug] gfresetMCUAndfingerprint:04505         to reset device, reset_flag 1, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0xa-1-0x2-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0xa2 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[trace] get_msg_data:04327                     get ack for cmd: 0xa2
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 7, checksum: 167 and first 5 bytes: 0xa2 0x4 0x0 0x1 0x0
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xa-0x1-0x0-0x4-1
[debug] data_from_device:03705                 --- cmd: other
[debug] get_other_data:04272                   CHIP_RESET::0x010008
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] init_FPSensor:01097                    --- MILAN_CHIPID
[debug] ChipRegRead:00780                      to read reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-1-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x82 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-1
[trace] get_msg_data:04327                     get ack for cmd: 0x82
[trace] get_msg_data:04370                     get ack for read register, current fdt dowm mode:0
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 8, checksum: 168 and first 5 bytes: 0x82 0x5 0x0 0xa2 0x4
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0x8-0x1-0x0-0x5-1
[debug] data_from_device:03668                 --- cmd: regrw
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[info ] ChipRegRead:00805                      evk version: GF_ST411SEC_APP_14115
[info ] init_FPSensor:01115                    Get Chip ID: 0x2504
[info ] device_enable_init_by_chip:01562       enter
[info ] device_enable_init_by_chip:01579       to init device by chipid 0x2504
[info ] device_enable_init_by_chip:01653       !!!! to Open ChicagoHS, sensor type: 12
[info ] device_enable_init_by_chip:01670       sensor info ready, chipid:0x2504, sensorType:12, col:80, row:64
[info ] device_enable_init_by_chip:01678       exit 1
[info ] init_FPSensor:01133                    Get Chip ID: 0x2504 in 0 try
[debug] set_state:00679                        to set state from 1 to 3
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0xa-3-0x2-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0xa6 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0xa6
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 68, checksum: 228 and first 5 bytes: 0xa6 0x41 0x0 0x53 0x32
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xa-0x3-0x0-0x41-3
[debug] data_from_device:03705                 --- cmd: other
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] set_state:00679                        to set state from 3 to 1
[debug] init_FPSensor:01154                    OTP::0x<REDACTED: per-device factory OTP, 64 bytes>
[info ] init_FPSensor:01172                    Success to get OTP data
[debug] set_state:00679                        to set state from 1 to 3
[debug] CheckTcodeAndDiff:05157                enter
[debug] download_general_config:00405          ~~~~~~~sensortype:12
[debug] ChicagoHU_check_sensor:01308           enter, otp size 64, default tcode 128, default fdt delta 21
[info ] ChicagoHU_check_sensor:01311           read 64 bytes from base file
[debug] ChicagoHU_check_sensor:01312           read OTP from file: :0x<REDACTED: per-device factory OTP, 64 bytes>
[info ] ChicagoHU_check_sensor:01316           the same OTP in file and from FP
[debug] ChicagoHU_OTPCRCCheck:01206            entry
[debug] ChicagoHU_OTPCRCCheck:01221            OTP cp data::0x<REDACTED: OTP cp sub-block>
[debug] ChicagoHU_OTPCRCCheck:01223            cp check CRC=151, chip cp CRC=151
[debug] ChicagoHU_OTPCRCCheck:01241            OTP mt data::0x<REDACTED: OTP mt sub-block>
[debug] ChicagoHU_OTPCRCCheck:01243            mt check CRC=114, chip mt CRC=114
[debug] ChicagoHU_OTPCRCCheck:01263            OTP ft data::0x<REDACTED: OTP ft sub-block>
[debug] ChicagoHU_OTPCRCCheck:01265            ft check CRC=104, chip ft CRC=104
[debug] chicagoHU_check_ft_info:00968          FT OTP check, CRC8 check success
[debug] chicagoHU_series_update_dac_register_from_otp:01197 from otp dac 0xb98, dac1 0xbc, dac2 0xb9, dac3 0xb9
[info ] modify_image_tcode:00455               data index: 0xeb, before update: 0x100 after update:0xe0, tcode:224
[info ] modify_fdt_delta:00496                 data index: 0xc7, before update: 0x80 0x15 after update:0x80 0x21, delta:33
[debug] ChicagoHU_check_sensor:01357           from otp, tcode 224, fdt delta 33
[debug] ChicagoHU_check_sensor:01405           fdtOffset:0x0
[info ] CheckTcodeAndDiff:05169                default 0, FDT_Init_ecall, sgx status: 0x0, sensortype: 12, fdt_delta:33, tcode:224
[debug] gf_set_config:04603                    enter
[debug] gfresetMCUAndfingerprint:04494         reset sensor
[debug] gfresetMCUAndfingerprint:04505         to reset device, reset_flag 1, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0xa-1-0x2-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0xa2 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0xa2
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 7, checksum: 167 and first 5 bytes: 0xa2 0x4 0x0 0x1 0x0
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xa-0x1-0x0-0x4-3
[debug] data_from_device:03705                 --- cmd: other
[debug] get_other_data:04272                   CHIP_RESET::0x010008
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[info ] ChicagoHUSetMode:00432                 enter, Mode 7, Type 0, base_type 0
[info ] ChicagoHUSetMode:00460                 current fdt down mode 0
[info ] ChicagoHUSetMode:00545                 setmode: idle
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x7-0-0x2-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x70 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x70
[trace] get_msg_data:04366                     get ack for set idle, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] ChipRegWrite:00816                     ChipRegWrite enter
[debug] ChipRegWrite:00822                     to write reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-0-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x80 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x80
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] ChipRegWrite:00816                     ChipRegWrite enter
[debug] ChipRegWrite:00822                     to write reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-0-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x80 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x80
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] ChipRegWrite:00816                     ChipRegWrite enter
[debug] ChipRegWrite:00822                     to write reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-0-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x80 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x80
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] ChipRegWrite:00816                     ChipRegWrite enter
[debug] ChipRegWrite:00822                     to write reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-0-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x80 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x80
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] ChicagoHUsetDac:00387                  wrote down dac 0xb98, dac1 0xbc,dac2 0xb9, dac3 0xb9
[debug] gf_set_config:04614                    exit, ret = 1, current fdt down mode 0
[debug] gf_set_config:04616                    config sent: :0x701160712c9d2cc91ce518fd00fd00fd03ba000180ca000400840015b3860000c4880000ba8a0000b28c0000aa8e0000c19000bbbb9200b1b1940000a8960000b6980000009a000000d2000000d4000000d6000000d800000050000105d0000000700000007200785674003412200010402a0102042200012024003200800001005c008000560024205800030232000c02660003007c000058820080152a0182032200012024001400800001005c000001560004205800030232000c02660003007c000058820080212a0108005c008000540010016200040364001900660003007c0001582a0108005c00e0005200080054000001660003007c00015800882e
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x9-0-0x100-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x90 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x90
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0x90 0x3 0x0 0x1 0x0
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0x9-0x0-0x0-0x3-3
[debug] data_from_device:03675                 --- cmd: chip cfg
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[info ] ChicagoHUSetMode:00432                 enter, Mode 7, Type 0, base_type 0
[info ] ChicagoHUSetMode:00460                 current fdt down mode 0
[info ] ChicagoHUSetMode:00545                 setmode: idle
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x7-0-0x2-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x70 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x70
[trace] get_msg_data:04366                     get ack for set idle, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] ChipRegWrite:00816                     ChipRegWrite enter
[debug] ChipRegWrite:00822                     to write reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-0-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x80 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x80
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] ChipRegWrite:00816                     ChipRegWrite enter
[debug] ChipRegWrite:00822                     to write reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-0-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x80 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x80
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
[debug] ChipRegWrite:00816                     ChipRegWrite enter
[debug] ChipRegWrite:00822                     to write reg, current fdt down mode 0
[debug] SpiSendDataToDevice:02096              cmd0-cmd1-Len-ackt:0x8-0-0x5-1000(0x0NOP,0x2Ima,0x3FDT(dow/up/man),0x4FF,0x5NAV,0x6Sle,0x7IDL,0x8REG,0x9CHIP,0xAOTHER,0xBMSG,0xCNOTI,0xDTLSCONN,0xEPROD,0xFUPFW)
[debug] MilanEvtInterruptIsr:04901             spi pack :type: 10, len: 6, checksum: 166 and first 5 bytes: 0xb0 0x3 0x0 0x80 0x1
[debug] data_from_device:03587                 cmd0-cmd1-cmd2-len-state: 0xb-0x0-0x0-0x3-3
[trace] get_msg_data:04327                     get ack for cmd: 0x80
[trace] get_msg_data:04374                     get ack for not listed data, current fdt dowm mode:0
[debug] SpiSendDataToDevice:02208              exit
[debug] SpiSendDataToDeviceLock:00485          SpiSendDataToDeviceLock exit
[debug] SendDataToDeviceLock:00321             exit, ret = 1
